name,address,full_day_seats,lat,lon
Mi Nuevo Mundo Corp.,10005 39 Avenue NY 11368,0,40.7500815,-73.8654644
Mi Nuevo Mundo Corp.,10003 39th Avenue NY 11368,0,40.75022,-73.865598
Moving Up Children Center,4069 94th Street NY 11373,78,40.7472397,-73.8719981
NANCY POLANCO /SMILES DAY CARE,5314 102nd Street NY 11368,0,40.740817,-73.859174
Noah's Ark Progressive Learning Center,6248 Mt. Olivet Crescent NY 11379,56,40.714818,-73.8962743
NY LEAGUE FOREST HILLS WEST,6325 Dry Harbor Road NY 11379,16,40.721738,-73.873699
PING SHENG YE GFDC,8332 Cornish Avenue NY 11373,12,40.740431,-73.8803889
Positive Beginnings Preschool,72-52 Metropolitan Ave. NY 11379,16,40.7126501,-73.8799443
Qing Sheng Wang GFDC ,83-32 Cornish Ave. - 1 Fl. NY 11373,12,40.737975,-73.8801301
Queens Library UPK -Lefrak City,98-30 57th Ave. NY 11368,0,40.737453,-73.861654
RAINBOW CHRISTIAN PRESCHOOL,7201 43rd Avenue NY 11377,0,40.742381,-73.892465
Saint Bartholomew Elementary School,4415 Judge Street NY 11373,18,40.7430001,-73.8775027
Saint Stanislaus Kostka School,6117 Grand Avenue NY 11378,0,40.7222586,-73.9036896
"SESAME SPROUT, INC.",9608 57th Avenue NY 11368,26,40.7361239,-73.863974
St. Pancras/Little Stars,6820 Myrtle Avenue NY 11385,36,40.7016835,-73.8838294
STAR AMERICA,8007 Broadway NY 11373,80,40.7435822,-73.8842046
Star Paradise,8655 Broadway NY 11373,40,40.7370489,-73.8773001
The Child Center of NY 1*,6002 Roosevelt Avenue NY 11377,56,40.74526,-73.9042599
The Child Center of NY 2*,3410 108th Street NY 11368,74,40.7558142,-73.8606578
Therese Cervini ECDC Site I,3533 104th Street NY 11368,0,40.7495644,-73.8615606
YMCA OF GREATER NEW YORK,3223 Queens Boulevard NY 11101,20,40.7452163,-73.9322821
YMCA of Greater NY- Ridgewood Y,6902 64th Street NY 11385,0,40.7042778,-73.8939829
Be Above 5 (new)*,13320 Avery Avenue NY 11355,22,40.7527246,-73.8310004
"EVBO, INC. D/B/A JACK & JILL NURSERY SCHOOL",4323 Colden Street NY 11355,18,40.752905,-73.824595
"Han-I, Inc.",19818 32nd Road NY 11358,18,40.768371,-73.790465
HAPPY DRAGON CHILDREN'S LEARNING CENTER SITE 2,3004 146th Street NY 11354,31,40.7705336,-73.8220677
Happy Maryann Day School,132-18 41st Ave. NY 11355,18,40.756321,-73.833112
Holy Mountain,29-49 137th St. NY 11354,16,40.7682811,-73.8309426
Honeypot Day Care,14022 Beech Avenue#1E NY 11355,28,43.8034161,-85.5823971
IMMANUEL CREATIVE,163-15 Oak Avenue NY 11358,38,40.750047,-73.803788
INTERNATIONAL NURSERY SCHOOL,17139 Northern Boulevard NY 11358,0,40.758303,-73.794486
"JUDI'S NURSERY, INC.",15005 70th Road NY 11367,0,40.7285499,-73.8237346
Kissena Cherry Day Care,14026 Cherry Avenue NY 11355,56,40.7544653,-73.8220003
KON WAH DAY SCHOOL,13527 38th Avenue NY 11354,36,40.760679,-73.831872
Little Sweet Angels Preschool,14627 Beech Avenue NY 11355,36,40.758199,-73.8178329
Macedonia Child Development Center*,3722 Union Street NY 11354,25,40.7618468,-73.8272555
Martin L. King Jr. Memorial DCC*,3606 Prince Street NY 11354,18,40.7608548,-73.8327338
Most Holy Redeemer Catholic Academy,146-28 Jasmine Avenue NY 11358,54,40.7529148,-73.8141417
"NEW MILESTONE, INC.",15813 72nd Avenue NY 11365,40,40.7278615,-73.8109306
"New Milestone, Incorporated",13254 Pople Avenue NY 11355,38,40.753502,-73.830645
North Side School,1650 Utopia Parkway NY 11357,36,40.7829596,-73.7946034
Ohr Osher and Ya!a,75-21 Main St. NY 11367,36,40.7230129,-73.8197806
PEE WEE FOLKS,12-45 Clintonville Street NY 11357,40,40.790125,-73.811288
Positive Beginnings II,71-25 Main Street NY 11367,16,40.727438,-73.821726
PRECIOUS MOMENTS,1102 Clintonville Street NY 11357,18,40.791679,-73.812725
Preschool R Us,15015 41st Avenue NY 11354,32,40.7632,-73.813553
Queens Herald Community Corp.,4329 162nd Street NY 11358,18,40.757754,-73.804051
Rainbow Child Dev Center,13320 Avery Avenue NY 11355,54,40.7527246,-73.8310004
Rainbow Child Dev Center II,77-40 164 Street NY 11366,54,40.723213,-73.805093
"READY, SET, GROW CHILD CENTER, LLC.",13616 31st Road NY 11354,40,40.7694628,-73.8320463
SAMUEL FIELD YM & YWHA (BAYSIDE),21200 23rd Avenue NY 11360,18,40.778848,-73.779973
"SAMUEL FIELD YM & YWHA, INC.",21200 23rd Avenue NY 11360,36,40.778848,-73.779973
SHARON NURSERY,14515 34th Avenue NY 11354,0,40.767311,-73.822206
Sholom Day Care,7511 Main Street NY 11354,0,40.72363,-73.819704
St Helen's Catholic Academy,83-09 157th Ave. NY 11414,20,40.661465,-73.849968
St. Kevin School,45-50 195th Street NY 11358,54,40.7542683,-73.7862341
"STEPPING STONE DAY SCHOOL, INC.",7740 Vleigh Place NY 11367,44,40.7200021,-73.8207446
THE CORNER SCHOOL,15003 Bayside Avenue NY 11354,18,40.771776,-73.815574
Tiny Footsteps,16701 Union Turnpike NY 11366,0,40.7228271,-73.8009359
YAI/ NYL CLEARVIEW SCHOOL ANNEX,12307 22nd Avenue NY 11356,0,40.780364,-73.844815
Yeshiva Tifereth Moshe Day Care*,8306 Abingdon Road NY 11415,20,40.707349,-73.834189
YMCA OF GREATER NEW YORK - FLUSHING,13846 Northern Boulevard NY 11354,0,40.763615,-73.826543
ABC Early Learning Center,5425 Little Neck Parkway NY 11362,0,40.76355,-73.7238565
All My Children Day Care 1*,8310 188th Street NY 11432,15,40.724483,-73.779168
All My Children Day Care 2*,16907 Jewel Avenue NY 11365,10,40.7316829,-73.799913
Apple Tree Day Care Center (197th St),73-12 197th St. NY 11366,12,40.735131,-73.775227
Apple Tree Day Care Center (Bell),73-20 Bell Blvd NY 11364,38,40.740402,-73.7581662
"BRIGHT BEGINNINGS IN QUEENS VILLAGE, INC.",8045 Winchester Boulevard NY 11427,14,40.741499,-73.730402
CHABAD EARLY LEARNING CENTER,21212 26th Avenue NY 11360,0,40.777977,-73.777297
COMMUNITY CHURCH OF DOUGLASTON,3950 Douglaston Parkway NY 11363,31,40.7702789,-73.7499191
"Home Sweet Home Children's School, Inc.",19617 53 Ave NY 11365,54,40.7479049,-73.7821491
ICCD,3555 223rd Street NY 11361,14,40.769401,-73.761556
IMMANUAL CREATIVE,213-03 Northern Blvd. NY 11361,36,40.7601132,-73.7701452
Immanuel Genius,213-01 Northern Blvd. NY 11361,54,40.760097,-73.7702146
Ivy League Early Learning Academy,6158 Springfield Boulevard NY 11364,0,40.7475181,-73.7560825
JACK & JILL II,6805 Fresh Meadow Lane NY 11365,34,40.7334146,-73.7944882
Jewish Institute of Queens,64-41 Utopia Pkwy. NY 11365,36,40.736977,-73.792562
Kidszone Inc. Kiddy Academy of Little Neck,25220 Northern Boulevard NY 11362,0,40.7718073,-73.7346036
Kon Gen International Preschool,19625 42nd Avenue NY 11358,18,40.759226,-73.784722
Leading Kids Preschool,44-07 Little Neck Pkwy. NY 11363,17,40.770902,-73.736015
LITTLE MEADOWS EARLY CHILDHOOD CENTER,6725 188th Street NY 11365,0,40.7362979,-73.7844239
NOAH'S ARK PROGRESSIVE LEARNING CENTER,3820 Bell Boulevard NY 11361,40,40.7657529,-73.772725
Professional Childcare Inc.,3803 Francis Lewis Boulevard NY 11361,0,40.7625,-73.785032
SAMUEL FIELD YM & YWHA (LITTLE NECK),5820 Little Neck Pkwy. NY 11362,54,40.761006,-73.723287
The Lutheran Schools of Flushing and Bayside,3601 Bell Boulevard NY 11357,0,40.76769,-73.772518
YMCA OF GREATER NEW YORK - CROSS ISLAND,23810 Hillside Avenue NY 11426,0,40.73221,-73.727493
Aim High Leadership Academy,131-44 134th St. NY 11420,12,40.669293,-73.80502
All My Children Day Care 6*,11716 Sutphin Boulevard NY 11434,20,40.679887,-73.792371
Alpha Kappa Alpha Epsilon Pi Omega DCC*,14406 Rockaway Boulevard NY 11420,53,40.6362057,-73.7402181
BEV'S KIDDIE DAY CARE,101-45 113th Street NY 11419,12,40.687329,-73.830158
Blanche #2*,4402 Beach Channel Drive NY 11691,65,40.5953467,-73.7802265
Committee for Early Childhood Development Head Start 2*,11721 Sutphin Boulevard NY 11434,145,40.6800646,-73.7918229
Community and Family Head Start*,4105 Beach Channel Drive NY 11691,63,40.5953465,-73.7802289
CUOMO FIRST STEP,115-15 101st Ave NY 11419,19,40.689371,-73.828894
DE ANNA LEARNING CENTER,91-40 120th Street NY 11418,24,40.694951,-73.827626
Early Steps Family Center,216 Beach 87th St. NY 11693,20,40.5878861,-73.8121867
Hammel CCC,82-10 Rockaway Beach Blvd. NY 11693,36,40.5874974,-73.8118068
HOLY CHILD JESUS SCHOOL,111-02 86th Avenue NY 11418,54,40.6986261,-73.8379017
Howard Beach Judea Center,162-05 90th Street NY 11414,18,40.653472,-73.841094
JFKIDSPORT,JFK Airport Building 350 NY 11430,36,40.6529476,-73.8052296
JHELC @ Ozone Park,8105 101st Avenue NY 11416,0,40.681145,-73.857755
KWANIS FIRST STEP,82-12 151st Ave. NY 11414,28,40.6673789,-73.851438
LITTLE DOLPHIN,10701 Crossbay Boulevard NY 11417,0,40.6787664,-73.844115
LITTLE TOTS RED WAGON,204-28 Rockaway Point Boulevard NY 11697,36,40.5595147,-73.9251075
Lucille Rose DCC,148 Beach 59th St. NY 11692,18,40.5906476,-73.7887398
NAYDA Day Care,9734 108th Street NY 11419,0,40.687982,-73.836196
NAYDA Day Care II,9734 108th Street NY 11419,0,40.687982,-73.836196
Omega Psi Phi Fraternity*,12310 143rd Street NY 11436,35,40.6741192,-73.7961193
ON OUR WAY LEARNING CENTER,264 Beach 19 Street NY 11691,20,40.5969326,-73.7532081
Queens Library UPK - Richmond Hill,118-14 Hillside Ave. NY 11418,0,40.700887,-73.8316509
Quick Start Day Care Center Inc.,126-22 150th Street NY 11436,26,40.6719545,-73.7883433
Ralph Hirschkorn*,310 Beach 20th Street NY 11691,46,40.5974502,-73.7542419
REBECCA SORIANO/ MAISON D'ECOLE,7829 88th Avenue NY 11421,0,40.690171,-73.862206
REBECCA SORIANO/ MAISON D'ECOLE,7817 87th Avenue NY 11421,0,40.691451,-73.863048
"Richmond Hill Day Care, Inc.",11524 Myrtle Avenue NY 11418,0,40.700012,-73.83398
RUSSO FIRST STEP,118-01/03 101st Avenue NY 11419,16,40.6897299,-73.8268257
SAINT ELIZABETH SCHOOL,94-01 85th Street NY 11416,90,40.6858412,-73.8564409
SAINT JOHN'S LUTHERAN CHURCH,86-20 114th Street NY 11418,20,40.698775,-73.835442
SAINT LUKE'S EVANGELICAL LUTHERAN CHURCH,87-34 85th Street NY 11421,18,40.6910681,-73.8586343
Saint Thomas the Apostle School,87-49 87th Street NY 11421,54,40.6914834,-73.8567902
Sholom Day Care 2*,84-37 118th Street NY 11418,18,40.703091,-73.8332276
UP THE LADDER,8011 101st Avenue NY 11416,0,40.6809015,-73.8583709
WEST END TEMPLE NURSERY SCHOOL,147-02 Newport Avenue NY 11694,30,40.573268,-73.864895
Yeshiva Darchei Torah,257 Beach 17 Street NY 11691,40,40.5966699,-73.7511812
A TO Z LEARNING CENTER,12321 Jamaica Avenue NY 11418,0,40.7022703,-73.8194941
Afro American Parents,117-02 Guy Brewer Blvd NY 11434,20,40.684048,-73.783231
Afro-American #2,11206 Sutphin Boulevard NY 11435,36,40.679991,-73.7921159
Afro-American #4,10817 159th Street NY 11433,18,40.6945219,-73.7934132
All My Children Day Care (69th Ave),10822 69th Avenue NY 11375,18,40.725,-73.844538
All My Children Day Care 3*,6605 108th Street NY 11375,5,40.7300309,-73.847748
All My Children Day Care 4*,11015 164th Place NY 11433,42,40.693716,-73.786687
APPLE TREE NURSERY SCHOOL,8225 164th Street NY 11432,18,40.7115195,-73.8006808
BAIS YAAKOV ACADEMY OF QUEENS (Metropolitan Ave),12450 Metropolitan Avenue NY 11415,0,40.704427,-73.826914
Be Above 9 (Be Above Worldwide Head Start)*,6005 Woodhaven Boulevard NY 11373,63,40.731192,-73.870973
Bessie & Nora's Place,90-05 161st Street NY 11432,30,40.705378,-73.79904
"BETH JACOB JEWISH EDUCATIONAL CENTER, INC.",10235 63rd Road NY 11375,72,40.7341571,-73.8526668
BRIGHT BEGINNINGS PRE- SCHOOL,8625 162nd Street NY 11432,58,40.7105688,-73.8012351
Bright Kids Day Care,108-42 Sutphin Blvd. NY 11435,20,40.691912,-73.798602
Building Blocks Early Learning Center Inc.,118-24 164th Pl. NY 11433,12,40.6997901,-73.7915121
CCS MONTESSORI CENTER,16527 Baisley Boulevard NY 11434,0,40.679818,-73.777865
CENTRAL QUEENS YM & YWHA,6709 108th Street NY 11375,0,40.7287267,-73.8474245
Charles R Drew ELC 3*,16515 Archer Avenue NY 11433,23,40.704452,-73.79347
Colin Newell Early Childhood Dev. Center,161-06 89th Ave. NY 11432,40,40.7064396,-73.7997606
Concerned Parents of Jamaica DCC*,14304 101st Avenue NY 11435,43,40.694813,-73.807941
FOREST HILLS CHILD CARE CENTER,10805 65th Road NY 11375,0,40.7311411,-73.8483556
Highland Academics,162-10 Highland Ave NY 11432,100,40.709684,-73.800237
ICCD,9802 62nd Drive NY 11374,41,40.7330539,-73.8596625
Imagine Early Learning Center,1 Jamaica Center Plaza NY 11432,0,40.7154518,-73.7919103
"Ira's Briarwood Day Care and Preschool, Inc.",139-76 85 Drive NY 11435,0,40.7089727,-73.8139151
Ira's Parkway Day Care,14120 Grand Central Parkway NY 11435,0,40.715493,-73.817126
Jewish Institute of Queens,6005 Woodhaven Boulevard NY 11373,72,40.731192,-73.870973
Learning Ladder Center,125-19 101st Ave. NY 11419,36,40.691822,-73.820278
Myrtle P. Jarmon ECEC*,11655 Guy R. Brewer Boulevard NY 11434,16,40.6847219,-73.7832565
Northside School,84-60 Parsons Blvd. NY 11432,54,40.712483,-73.806854
Ohr Osher and Ya!a,94-11 65th Rd. NY 11374,36,40.7263771,-73.8596186
Our Lady of Mercy School,7025 Kessel Street NY 11375,0,40.7137826,-73.8503858
OUR SAVIOUR LUTHERAN SCHOOL,6433 Woodhaven Boulevard NY 11374,54,40.7207269,-73.8653549
PACCOR KIDS,11817 Guy R. Brewer Boulevard NY 11434,0,40.683287,-73.782096
"PICKWICK SCHOOL, INC.",15115 85th Drive NY 11432,30,40.709959,-73.806679
PLAYMATES NURSERY INCORPORATED,13113 Liberty Avenue NY 11419,0,40.6912253,-73.8131498
PLAYMATES NURSERY INCORPORATED,13115 Liberty Avenue NY 11419,0,40.6912253,-73.8131498
Queens Library UPK - Woodhaven,85-41 Forest Pkwy. NY 11421,18,40.694517,-73.861453
REGO PARK DAY SCHOOL,6344 Wetherole Street NY 11374,0,40.728067,-73.864509
Renanim Day Care,14129 84th Drive NY 11435,0,40.7107685,-73.8158859
"Rochdale Village Nursery School, Inc.*",17030 130th Avenue NY 11434,18,40.6769512,-73.771403
Sha'arei Zion Ohel Bracha (Beth Gavriel),7524 Grand Central Parkway NY 11375,0,40.718877,-73.834756
Sholom Day Care 1*,8204 Le!erts Boulevard NY 11418,36,40.6891628,-73.7770251
SHOLOM SHOLOM Inc.,11666 Park Lane South NY 11415,54,40.708249,-73.836502
Sholom Sholom Inc.,84-15 Beverly Rd. NY 11415,36,40.707654,-73.830456
South Jamaica Center for Children and Parents Inc. Center 1*,11402 Guy R Brewer Boulevard NY 11434,27,40.688426,-73.785948
St. Nicholas of Tolentine School,8022 Parsons Boulevard NY 11432,0,40.7093728,-73.8049269
"SUNSHINE SCHOOL, LLC.",9110 146th Street NY 11435,64,40.700684,-73.809128
"A TO Z CENTER TOO, INC.",22024 Jamaica Avenue NY 11428,74,40.71897,-73.7341952
All My Children Day Care (Mayfield),17544 Mayfield Road NY 11432,72,40.716751,-73.789288
Be Above 16 (Jamaica NAACP Day Care Center)*,18926 Linden Boulevard NY 11412,39,40.691629,-73.761515
Be Above 22 (New World Education Center)*,13737 Farmers Boulevard NY 11434,26,40.6730507,-73.7638063
Birch Family Services,145-02 Farmers Boulevard NY 11434,54,40.666049,-73.76799
Blanche #1*,10960 202nd Street NY 11412,46,40.7061349,-73.7555996
Cambria Heights Christain Academy,220-12 Linden Blvd. NY 11411,33,40.694731,-73.739642
CECD,19304 Jamaica Avenue NY 11423,77,40.712878,-73.767011
Charles R Drew ELC 1*,10945 207th Street NY 11429,36,40.707866,-73.750169
Committee for Early Childhood Development Day Care Center,19325 Jamaica Avenue NY 11423,30,40.713558,-73.766408
EARLY SUNRISE PRESCHOOL,18708 Hillside Avenue NY 11432,29,40.7145129,-73.774803
"EARLY SUNRISE PRESCHOOL AND KINDERGARTEN, INC.",18710 Hillside Avenue NY 11432,29,40.714535,-73.774739
Incarnation School,8915 Francis Lewis Boulevard NY 11427,0,40.7193449,-73.757582
LAURELTON DAY CARE,14119 224th Street NY 11413,40,40.6692884,-73.7514008
Middleton's Early Learning Center,226-02 Merrick Blvd. NY 11413,20,40.676925,-73.743801
"MONA PREP Day Care, INC.",24115 North Conduit Avenue NY 11422,36,40.666815,-73.736
Montessori Progressive,19503 Linden Boulevard NY 11412,54,40.6932203,-73.756746
OUR SAVIOUR LUTHERAN,9004 175th Street NY 11432,0,40.709636,-73.786919
Quick Start Day Care Center,118-46 Riverton Street NY 11412,34,40.6890069,-73.76326
REDEEMER LUTHERAN CHURCH AND NURSERY SCHOOL,92-10 217th Street NY 11428,36,40.7224995,-73.7417776
Saints Joachim and Anne School,21819 105th Avenue NY 11429,18,40.7119194,-73.7385142
Saratoga Early Childhood Education Center*,17515 Rockaway Boulevard NY 11434,10,40.6579399,-73.7704645
South Jamaica Center for Children and Parents Inc. Center 2*,9443 159th Street NY 11433,43,40.6896538,-73.7899177
St Joseph's Episcopal Church,21755 110 Avenue NY 11429,0,40.7083859,-73.7387556
Stepping Stone Pre &Grade School,11428 Francis Lewis Boulevard NY 11412,60,40.7242681,-73.7641739
Xcel Tiny Tots Inc.,113-15 Springfield Blvd. NY 11429,18,40.70364,-73.740073
82nd Street Academics,8110 35th Avenue NY 11372,80,40.7515911,-73.8849535
"ABC Kiddieland, Inc.",6521A Roosevelt Avenue NY 11377,0,40.7451719,-73.9082526
Adventureland Child Care,32-04 31st Ave. NY 11106,18,40.7636512,-73.9226085
ALL CHILDREN'S CHILD CARE (24th St),3501 24th Street NY 11106,60,40.760002,-73.9327872
ALL CHILDREN'S CHILD CARE (31st Ave),3204 31st Avenue NY 11106,40,40.7636512,-73.9226085
All My Children Day Care 8*,3649 11th Street NY 11106,37,40.7598607,-73.9404461
ATONEMENT PRE- SCHOOL,3061 87th Street NY 11372,36,40.7396641,-73.8768994
BRITE ADVENTURE CENTER (30th St),4922 30th Avenue NY 11377,20,40.7600833,-73.9071881
BRITE ADVENTURE CENTER (58th St),4131 58th Street NY 11377,40,40.743695,-73.906737
Catholic Charities at Ravenswood (Andrew Landi),2120 35th Avenue NY 11106,54,40.7607871,-73.9342102
CES Childcare,2-08 Astoria Blvd. NY 11102,36,40.7697274,-73.9164217
CHRIST EVANGELICAL LUTHERAN CHURCH,3357 58th Street NY 11377,0,40.7482087,-73.9051897
"Garden School, Inc.",3316 79th Street NY 11372,72,40.754314,-73.888448
Gilmore*,2949 Gilmore Street NY 11369,47,40.761405,-73.8642239
GRACE LUTHERAN SCHOOL,3120 21st Avenue NY 11105,36,40.777341,-73.9081829
JACKSON DEVELOPMENT CHILDREN'S SERVICES,3602 14th Street NY 11106,10,40.75999,-73.937943
JACKSON'S CHILDREN'S SERVICES,3136 88th Street NY 11369,15,40.758617,-73.8802547
Jerome Hardeman Center,29-49 Gilmore St. NY 11369,18,40.761405,-73.8642239
Kathy's Day Care,34-47 88th St. NY 11372,10,40.753015,-73.878901
Kid Krazy,2519 27 street NY 11102,18,40.771363,-73.920327
KID KRAZY,2125 21 Avenue NY 11105,18,40.7817745,-73.9136855
LA GUARDIA COMMUNITY COLLEGE PRE- SCHOOL,3110 Thomson Avenue NY 11101,36,40.7449913,-73.9377986
"Lolly's Early Childhood Center, Inc.",544 47 Avenue NY 11101,9,40.7450036,-73.9539223
Mi Nuevo Mundo,5102 31st Avenue NY 11377,0,40.7568142,-73.9076923
MOST PRECIOUS BLOOD SCHOOL,3252 37th Street NY 11103,40,40.7585069,-73.9216097
Mushroom House Day Care Center,3800 Ditmars Boulevard NY 11105,0,40.7730869,-73.906884
My Little Footprints Daycare Corp.,28-34 38th St. NY 11103,26,40.7650886,-73.915417
PAL Western Queens,1026 41st Avenue NY 11101,22,40.754057,-73.9465251
PAL Woodside Early Learn Center*,5037 Broadway NY 11377,30,40.7529045,-73.9060635
Queens Library UPK - Ravenswood,35-32 21st St. NY 11106,36,40.7604487,-73.9362816
Queensbridge ECDC*,3811 27th Street NY 11101,89,40.75488,-73.935149
QUEENSVIEW NURSERY SCHOOL & KINDERGARTEN,2136 33rd Road NY 11106,0,40.7637234,-73.9323277
RAINBOWLAND NURSERY SCHOOL,3311 77th Street NY 11372,16,40.7546124,-73.8897064
RAINBOWLAND NURSERY SCHOOL,3960 54th Street NY 11377,36,40.7466219,-73.9100332
SAINT FRANCIS OF ASSISI SCHOOL,2118 46th Street NY 11105,54,40.7717913,-73.9010681
SAINT JOSEPH SCHOOL,2846 44th Street NY 11103,37,40.7630853,-73.9113931
Sunflower Kidz Day Care,10017 32nd Avenue NY 11369,0,40.75948,-73.868098
Sunnyside Community Services,43-31 39th Street Sunnyside NY 11104,0,40.7450411,-73.9256471
THE CHILD STUDY CENTER OF NEW YORK,285 Clove Road NY 10310,0,40.6332358,-74.1257682
"4 ANGELS DAY CARE, INC.",245 Simonson Avenue NY 10303,13,40.630438,-74.1521379
BIG BIRD'S PLAYHOUSE,1859 Richmond Avenue NY 10314,72,40.602421,-74.162574
Bumblebees-R-Us,734 Victory Boulevard NY 10301,18,40.6250277,-74.0931077
Busy Beach Day Care Inc.,777 Seaview Avenue Building 11 NY 10305,0,40.582822,-74.078663
"CASTLE DAY CARE, INC.",1141 Castleton Avenue NY 10310,18,40.6344939,-74.120445
Children's Aid Society Richmond Early Learning Center*,159 Broadway NY 10310,55,40.637566,-74.117104
COMMUNITY RESOURCES PRESCHOOL,3651 Richmond Road NY 10306,26,40.572498,-74.1431039
"HIGH HOPES OF STATEN ISLAND, INC.",1298 Woodrow Road NY 10309,20,40.5414295,-74.2085563
HOLY ROSARY SCHOOL,100 Jerome Avenue NY 10305,36,40.5957581,-74.0758371
"Islander's Kids, Inc.",219 Je!erson Avenue NY 10306,0,40.58189,-74.098894
J & J Academy,55 Wyona Avenue NY 10314,0,40.610466,-74.149091
JEWISH COMMUNITY CENTER OF STATEN ISLAND,485 Victory Boulevard NY 10314,36,40.630661,-74.088872
JEWISH COMMUNITY CENTER OF STATEN ISLAND,3854 Hylan Boulevard NY 10314,0,40.5451581,-74.1427298
JEWISH COMMUNITY CENTER OF STATEN ISLAND,1466 Manor Road NY 10314,0,40.594799,-74.1263681
JEWISH COMMUNITY CENTER OF STATEN ISLAND,1297 Arthur Kill Road NY 10314,54,40.5656626,-74.1835775
Little LAMB Preschool,2 Gridley avenue NY 10303,0,40.6315253,-74.1592631
MINI WORLD PRESCHOOL,7516 Amboy Road NY 10307,0,40.508974,-74.246252
MISSION OF THE IMMACULATE VIRGIN,6581 Hylan Boulevard NY 10309,0,40.5103092,-74.2197684
Our Lady of Mount Carmel St. Benedicta,285 Clove Road NY 10310,18,40.6332358,-74.1257682
Our Lady Queen of Peace School,22 Steele Avenue NY 10306,0,40.575973,-74.118048
Richmond Hill Children's Center,501 Richmond Hill Road NY 10314,36,40.581342,-74.153086
Sacred Heart,301 North Burgher Avenue NY 10310,18,40.6337451,-74.1141494
SAINT CHRISTOPHER SCHOOL,15 Lisbon Place NY 10306,40,40.581912,-74.108763
Saint John's Evangelical Lutheran School,663 Manor Road NY 10314,36,40.6110789,-74.121167
SI YMCA NURSERY - NORTH,651 Broadway NY 10310,36,40.625328,-74.113318
SI YMCA NURSERY - SOUTH,3939 Richmond Avenue NY 10312,72,40.542386,-74.1627029
SMALL WORLD PRE-SCHOOL,144 Bloomingdale Road NY 10309,54,40.52765,-74.216709
St Peter - St Paul School,129 Clinton Avenue NY 10301,40,40.6413765,-74.0978192
Staten Island Head Start,44 Dongan Hills Avenue NY 10306,57,40.5879372,-74.1005844
Staten Island Mental Health Society 1*,16 Osgood Avenue NY 10304,73,40.61872,-74.085365
Staten Island Mental Health Society 2*,166 Lockman Avenue NY 10303,41,40.6330755,-74.1616826
Staten Island Mental Health Society 3*,10 Kingsley Place NY 10301,72,40.6359366,-74.088981
Staten Island Pre- School,145 Ross Avenue NY 10306,18,40.572179,-74.117924
STEPPING STONES PRESCHOOL,5394 Amboy Road NY 10312,0,40.532743,-74.189566
THE CHILDREN'S PLAYHOUSE,85 Monahan Avenue NY 10314,60,40.588688,-74.149384
The College of Staten Island Association Inc. The Children's Center,2800 Victory Boulevard NY 10314,20,40.6085521,-74.1538332
THE FORESIGHT SCHOOL,2221 Richmond Avenue NY 10314,88,40.592773,-74.162384
THE KIDSMART LEARNING CHILD CARE CENTER,360 Seaview Avenue NY 10305,0,40.585369,-74.090341
THE TANGLEWOOD MONTESSORI CORPORATION,15 Tanglewood Drive NY 10308,70,40.567288,-74.151684
THE WONDER YEARS PRESCHOOL,381 Seaver Avenue NY 10305,49,40.581341,-74.092314
"United Cerebral Palsy of New York City, Inc.",281 Port Richmond Avenue NY 10302,16,40.634137,-74.135378
YELED V'YALDA SILVER LAKE I Head Start,10 Gregg Place NY 10301,36,40.6321096,-74.0993633
YELED V'YALDA SILVER LAKE II Head Start,20 Park Hill Circle NY 10301,0,40.616182,-74.077607
P.S. 015 Roberto Clemente,333 East 4 Street,36,40.7218,-73.9786
P.S. 019 Asher Levy,185 1 Avenue,36,40.7295,-73.9839
P.S. 020 Anna Silver,166 Essex Street,54,40.7213,-73.9867
P.S. 034 Franklin D. Roosevelt,730 East 12 Street,18,40.7264,-73.9752
The STAR Academy - P.S.63,121 East 3 Street,18,40.7239,-73.9859
P.S. 064 Robert Simon,600 East 6 Street,36,40.7245,-73.9816
P.S. 110 Florence Nightingale,285 Delancy Street,36,40.7153,-73.9799
P.S. 134 Henrietta Szold,293 East Broadway,36,40.7146,-73.9837
P.S. 137 John L. Bernstein,293 East Broadway,18,40.7146,-73.9837
P.S. 140 Nathan Straus,123 Ridge Street,18,40.7193,-73.983
P.S. 142 Amalia Castro,100 Attorney Street,30,40.7186,-73.9843
P.S. 184m Shuang Wen,327 Cherry Street,36,40.7114,-73.9855
P.S. 188 The Island School,442 East Houston Street,36,40.724,-73.9924
The East Village Community School,610 East 12 Street,36,40.7277,-73.978
The Children's Workshop School,610 East 12 Street,36,40.7277,-73.978
Neighborhood School,121 East 3 Street,18,40.7239,-73.9859
Earth School,600 East 6 Street,18,40.7245,-73.9816
P.S. 001 Alfred E. Smith,8 Henry Street,54,40.7128,-73.9973
P.S. 002 Meyer London,122 Henry Street,36,40.7133,-73.9914
P.S. 003 Charrette School,490 Hudson Street,18,40.7327,-74.0064
P.S. 011 William T. Harris,320 West 21 Street,18,40.7445,-74.0007
P.S. 033 Chelsea Prep,281 9 Avenue,36,40.749,-74.0002
P.S. 041 Greenwich Village,116 West 11 Street,-,40.7358,-73.9996
P.S. 042 Benjamin Altman,71 Hester Street,36,40.7159,-73.9909
P.S. 051 Elias Howe,525 West 44Th Street,18,40.7613,-73.9953
P.S. 89,201 Warren Street,-,40.7166,-74.0135
P.S. 111 Adolph S. Ochs,440 West 53 Street,36,40.7662,-73.9896
